,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
38328,,,,,,casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,TRUE,,,,,,,,,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,,,,TRUE,,Zkptk3GhGt2I3tGgscU3TQ,"Cheese Shops,Food,Specialty Food,Do-It-Yourself Food,Delis,Restaurants",Edinburgh,"202 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4DF",,,,,,,,55.9359968,-3.2094913,Clark's Speciality Foods,Bruntsfield,FALSE,8,4.5,EDH,business
38426,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': False, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,TRUE,FALSE,TRUE,free,b8qNlpTeKDe2bE-cd1xH6g,"Tex-Mex,Restaurants",Edinburgh,"113-117 Lothian Road
Old Town
Edinburgh EH3 9AN","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}",55.94608619,-3.205346283,Illegal Jack's,Old Town,FALSE,65,3.5,EDH,business
38901,TRUE,,,,,casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,,,,,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,,TRUE,TRUE,TRUE,,C6_ALyHeg-qmHBQxHMIjFw,"French,Restaurants",Edinburgh,"14 Eyre Place
Cannonmills
Edinburgh EH3 5EP","{u'close': u'21:00', u'open': u'18:00'}",,"{u'close': u'21:00', u'open': u'18:00'}","{u'close': u'20:30', u'open': u'18:00'}","{u'close': u'21:00', u'open': u'18:00'}","{u'close': u'21:00', u'open': u'18:00'}","{u'close': u'21:00', u'open': u'18:00'}",55.960696,-3.2004312,La Garrigue,Cannonmills,FALSE,8,4.5,EDH,business
38991,TRUE,,,full_bar,"{u'romantic': False, u'intimate': True, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,FALSE,free,O-3es2Ybg0x7gIXgPmCMcw,"Cafes,Restaurants",Edinburgh,"60 Broughton St
New Town
Edinburgh EH1 3SA","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}",55.9587619,-3.1903916,Cafe Nom De Plume,New Town,TRUE,18,3.5,EDH,business
43022,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,TRUE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': False, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,no,S_Kc3W7XJOXoqz7wmlKVvg,"Bangladeshi,Thai,Indian,Asian Fusion,Restaurants",Edinburgh,"150 Commercial Street
Ocean Drive
Leith
Edinburgh EH6 6LB","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}",55.97834145,-3.179598778,Britannia Spice,Leith,TRUE,15,3.5,EDH,business
43053,TRUE,,,beer_and_wine,,casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,,,,,,,,,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,,TRUE,,free,VBoE8WUu1-hpZHZbJ-pyWA,"Food,Coffee & Tea,Mediterranean,British,Restaurants",Edinburgh,"27 Marshall Street
Newington
Newington
Edinburgh EH8 9BJ","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'09:00'}",55.94591,-3.186607,Double Dutch,Newington,FALSE,10,3,EDH,business
43056,TRUE,,,full_bar,"{u'romantic': False, u'intimate': True, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",FALSE,TRUE,FALSE,,FALSE,FALSE,"{u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}",average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,no,FALSE,TRUE,TRUE,FALSE,no,2rSvtVINABQgJIegCt2V9Q,"Gastropubs,Bars,Nightlife,Lounges,Restaurants",Edinburgh,"3A Merchant Street
Old Town
Edinburgh EH1 2QD","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.9476709,-3.1921299,Under the Stairs,Old Town,TRUE,64,4,EDH,business
43094,,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,FALSE,FALSE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",3,,TRUE,FALSE,FALSE,TRUE,no,hw9-RAwpRjQRtsSFpyKLtw,"Sandwiches,Restaurants",Edinburgh,"63 Holyrood Road
Holyrood
Old Town
Edinburgh EH8 8","{u'close': u'15:30', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'08:00'}",,,"{u'close': u'15:30', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'08:00'}",55.9518481,-3.1841502,Thyme,Old Town,FALSE,16,4,EDH,business
43217,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': True, u'upscale': False, u'casual': False}",casual,,,,TRUE,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",FALSE,TRUE,FALSE,,FALSE,TRUE,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",average,,,TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,FALSE,free,EOGjCFh8_6rJY2h92LR2rg,"Gastropubs,Bars,Nightlife,Restaurants",Edinburgh,"39 Broughton Street
New Town
Edinburgh EH1 3JU","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}",55.9582491,-3.1896856,Treacle,New Town,TRUE,64,4,EDH,business
43222,TRUE,,,full_bar,"{u'romantic': False, u'intimate': True, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",FALSE,TRUE,FALSE,,FALSE,FALSE,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,no,FALSE,TRUE,TRUE,TRUE,no,89BxH2axQHOpEu2koa0EUA,"Modern European,Bars,Tapas/Small Plates,Wine Bars,Nightlife,Restaurants",Edinburgh,"55 Thistle Street
New Town
Edinburgh EH2 1DY","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.9540521,-3.1995215,The Bon Vivant,New Town,TRUE,45,4,EDH,business
43244,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,FALSE,TRUE,"{u'dj': False, u'background_music': False, u'jukebox': True, u'live': False, u'video': False, u'karaoke': False}",average,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,TRUE,free,AJhUZyDSV903ybDTKUQaBQ,"Gastropubs,Restaurants",Edinburgh,"28 W Maitland Street
West End
Edinburgh EH12 5DS",,,,,,,,55.9469436,-3.2157898,Mercat Bar,West End,TRUE,23,4.5,EDH,business
43283,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,FALSE,,FALSE,,,,,FALSE,TRUE,FALSE,,,,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",quiet,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,FALSE,free,SczkajqoJLycUK_yedMzGw,"Pubs,Modern European,Bars,Nightlife,Restaurants",Edinburgh,"3-5 Rose Street
New Town
Edinburgh EH2 2PR","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}",55.9532862,-3.1945389,The Abbotsford,New Town,TRUE,30,3.5,EDH,business
43289,,,,,,casual,,,,,,,,,,,,,,,,,,,average,,,,,2,,,,,,,me8ZSgO4gQfeBLjutFmcXQ,"Breakfast & Brunch,Bars,Gastropubs,Nightlife,Restaurants",Edinburgh,"133-135 E Claremont St
Cannonmills
Edinburgh EH7 4JA","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}",55.9652343,-3.190008,Elbow Bar and Kitchen,Cannonmills,FALSE,9,4,EDH,business
43291,FALSE,,,none,,casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': True}",,FALSE,FALSE,,,,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,FALSE,FALSE,FALSE,FALSE,,dxKIszJZeN6UTugdi7S47A,"Modern European,Restaurants",Edinburgh,"29 Grassmarket
Grassmarket
Edinburgh EH1 2HS","{u'close': u'19:00', u'open': u'08:30'}","{u'close': u'19:00', u'open': u'08:30'}","{u'close': u'19:00', u'open': u'08:30'}","{u'close': u'15:30', u'open': u'09:30'}","{u'close': u'19:00', u'open': u'08:30'}","{u'close': u'19:00', u'open': u'08:30'}","{u'close': u'19:00', u'open': u'08:30'}",55.9470006,-3.1971435,Blackcherry Cafe,"Grassmarket,Old Town",FALSE,5,4,EDH,business
43292,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,TRUE,,FALSE,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,TRUE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,FALSE,FALSE,TRUE,free,a1DUyywLu4EoGRHPihdZoA,"Restaurants,Pizza,Italian",Edinburgh,"11 Henderson Row
Stockbridge
Edinburgh EH3 5DH","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9604557,-3.2015562,Anima,Stockbridge,TRUE,14,4,EDH,business
43293,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,,,average,,,,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",1,,FALSE,TRUE,TRUE,FALSE,,R2ir0q71ZgVdi4HJp6n2dw,"Restaurants,Italian",Edinburgh,"110 Hanover Street
New Town
Edinburgh EH2 1DR","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}",55.9544778,-3.1982534,Amore Dogs,New Town,FALSE,18,3.5,EDH,business
43294,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,,2,,FALSE,TRUE,TRUE,,no,wqpvmjFDowlvO2RNA2K4yg,"Seafood,Restaurants",Edinburgh,"43 Rose Street
New Town
New Town
Edinburgh EH2 2NH","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}",55.9525469,-3.1990746,Seadogs,New Town,FALSE,23,4,EDH,business
43297,TRUE,,,full_bar,,casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,,TRUE,TRUE,TRUE,,JXJToaKhYgcAlL2Ley3hxg,"British,Restaurants",Edinburgh,"55-57 W Nicolson Street
Newington
Edinburgh EH8 9DB","{u'close': u'22:30', u'open': u'12:00'}",,"{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'16:00', u'open': u'10:30'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9444261,-3.1859799,Pink Olive,Newington,FALSE,12,4,EDH,business
43298,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': True}",,TRUE,TRUE,,,FALSE,,loud,,,TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,FALSE,TRUE,TRUE,no,vF4LrrUIkCemBpSpO39ukQ,"Food,Tea Rooms,Coffee & Tea,Sandwiches,Restaurants",Edinburgh,"104 Nicolson Street
Newington
Edinburgh EH8 9EA","{u'close': u'20:30', u'open': u'07:30'}","{u'close': u'20:30', u'open': u'07:30'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:30', u'open': u'07:30'}","{u'close': u'20:30', u'open': u'07:30'}","{u'close': u'20:30', u'open': u'07:30'}",55.9445577,-3.1836485,Kilimanjaro Coffee,Newington,TRUE,69,4,EDH,business
43299,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",,,,,TRUE,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,,,average,,,TRUE,,2,,TRUE,TRUE,TRUE,,no,Wz8BptrG8qgwl3xxgYqBrw,"Greek,Restaurants",Edinburgh,"6 Brougham Street
Tollcross
Edinburgh EH3 9JH","{u'close': u'23:00', u'open': u'17:00'}",,"{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'00:30'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.943618,-3.2029038,My Big Fat Greek Kitchen,Tollcross,TRUE,18,3.5,EDH,business
43315,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",1,,TRUE,TRUE,TRUE,,free,2EKfKOBIuLiCjnXv3fltrQ,"Food,Coffee & Tea,Restaurants,Bagels,Sandwiches",Edinburgh,"4 Teviot Pl
Old Town
Edinburgh EH1 2QZ","{u'close': u'17:00', u'open': u'07:00'}","{u'close': u'17:00', u'open': u'07:00'}",,,"{u'close': u'17:00', u'open': u'07:00'}","{u'close': u'17:00', u'open': u'07:00'}","{u'close': u'17:00', u'open': u'07:00'}",55.9456591,-3.1903111,Olly Bongo's,Old Town,TRUE,24,4,EDH,business
43316,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,no,eU-10rPEhyJ00un0_fd1fQ,"Indian,Restaurants",Edinburgh,"29 St Leonard's Street
Newington
Edinburgh EH8 9QN","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}",55.9435056,-3.1800855,Kismot,Newington,TRUE,40,4.5,EDH,business
43317,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': True, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,TRUE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,free,H2dh7hty8SLRJRUCD1ilRQ,"Restaurants,Pizza,Italian",Edinburgh,"19 George IV Bridge
Old Town
Edinburgh EH1 1EN","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}",55.9477892,-3.1918707,Vittoria,Old Town,TRUE,84,4,EDH,business
43324,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,TRUE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,FALSE,,no,F4hEz6MuDwyvPhkxSIiCrw,"Buffets,Chinese,Restaurants",Edinburgh,"30 Grindlay Street
Old Town
Edinburgh EH3 9AP","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}",55.9467152,-3.2046452,Jimmy Chung's,Old Town,FALSE,29,3,EDH,business
43331,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",FALSE,TRUE,FALSE,,FALSE,TRUE,{u'jukebox': False},average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1,no,TRUE,TRUE,TRUE,FALSE,free,1Uc8ehbpZYqXCGj2G_DU0w,"Modern European,Bars,Pubs,Nightlife,Lounges,Restaurants",Edinburgh,"44 W Crosscauseway
Newington
Edinburgh EH8 9JP","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:30'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}",55.9439244,-3.183597771,The Green Mantle,Newington,TRUE,25,4.5,EDH,business
43332,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,free,CHd2U8sTV4el2bQlRst_fA,"Restaurants,Italian",Edinburgh,"1 Waterloo Place
New Town
New Town
Edinburgh EH1 3BG","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}",55.9536012,-3.1883788,Martone,New Town,TRUE,23,3.5,EDH,business
43337,TRUE,,,full_bar,,casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,,,,,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,,TRUE,TRUE,,zzUUj9BUNn0_0F5hwy7RRw,"Chinese,Restaurants",Edinburgh,"34 W Preston Street
Newington
Edinburgh EH8 9PY","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.93890318,-3.180808434,Happiness,Newington,TRUE,9,3,EDH,business
