,name,address,zip,minrate,maxrate,longitude,latitude,desc_en
31564,Atholl Brae,Old Tolbooth Wynd,EH8 8EQ,199,,-3.180781044,55.95248429,"Situated in Edinburgh city centre in the Old Town district, a 10-minute walk from Waverley railway station, the self-catering Atholl Brae apartments offer free Wi-Fi and free private parking."
35591,My Edinburgh Life,13 Rosebery Crescent,EH12 5JY,80,,-3.219376691,55.94619159,"Ideally located just off Haymarket Rail Station, in central Edinburgh, My Edinburgh Life offers en suite accommodation with free WiFi throughout. The property is set in a Victorian town house 15 minutes’ walk from the famous Princes Street."
36871,Castle Rock Hostel,15 Johnston Terrace,EH12PW,12,,-3.196044144,55.94830912,"In Edinburgh’s Old Town, Castle Rock Hostel is conveniently located 11 minutes’ walk from Waverley Train Station, and 3 minutes from Grassmarket and Edinburgh Castle."
37732,Mansion Festivals - Fountainbridge,"123 Fountainbridge, West Tollcross",EH3 9QG,,,-3.206745163,55.94298244,"Less than 5 minutes’ walk from Edinburgh city centre and 10 minutes’ walk from Edinburgh Castle, the central Mansion Festivals - Fountainbridge offer spacious, modern accommodation with free parking and free wired internet in the rooms."
38797,Edinburgh City Breaks by Reserve Apartments,Various locations,EH1 2BB,76.5,,-3.209259063,55.94842186,"Edinburgh City Breaks by Reserve Apartments offers accommodation in Edinburgh, featuring free Wi-Fi and all bed linen and towels included."
39010,High Street Hostel,8 Blackfriars St,EH1 1NE,11,,-3.18624,55.949982,"Situated in central Edinburgh, the High Street Hostel offers free Wi-Fi in public areas. Dating back to 1564, this historic property is on a small side street, just off the Royal Mile.  The hostel offers single beds in shared dormitory rooms."
39675,Judy Guest House,2 St. Catherines Gardens,EH12 7AZ,68,,-3.266025335,55.94208719,"A 15-minute bus ride from Edinburgh city centre and just opposite Edinburgh Zoo, Judy Guest House is a large Victorian house with many period features retained and free WiFi."
39777,Dunedin Apartments,20 St Mary's Street (Office Address),EH1 1SU,75,,-3.180619776,55.95224544,"Situated a 5-minute walk from the Royal Mile in Edinburgh city centre, Dunedin Apartments offers spacious and luxury accommodation with free Wi-Fi."
39977,Lothian Apartments,163 Lothian Road,EH3 9AA,80,,-3.204998709,55.94508688,"Situated a 7-minute walk from West Princes Street Gardens and the historic Edinburgh Castle, Lothian Apartments offer modern accommodation with free Wi-Fi and easy access to the city’s main attractions."
41340,Rosehall Hotel,"101 Dalkeith Road, Newington",EH16 5AJ,50,,-3.1697276,55.9361762,"Just over a mile from the centre of beautiful Edinburgh, The Rosehall is a small private hotel on the A7, close to Holyrood Park and the stunning Arthur’s Seat. The Royal Mile is about 25-minutes’ walk away."
41520,Destiny Scotland - St Andrew Square Apartments,9 South St Andrew Street,EH2 2AU,90,,-3.191367388,55.95332967,"Situated in the heart of Edinburgh, just 2 minutes’ walk from Waverley Railway Station, Destiny Scotland - St Andrew Square Apts boast 4-star luxury apartments with free WiFi in a bustling central location."
41586,Garfield Guest House,264 Ferry Road,EH5 3AN,60,,-3.203704208,55.97183724,"Garfield Guest House is a charming, stone terraced property with beautiful panoramic views of Edinburgh. It offers cosy rooms with free Wi-Fi, free parking and a full Scottish breakfast, within 10 minutes’ walk of the Royal Botanic Gardens."
42797,Cherrytrees Bed and Breakfast,"404 Lanark Road West, ",EH14 5SJ,65,,-3.324881047,55.89178991,"About 7 miles from the centre of Edinburgh and Edinburgh Rail Station, with excellent bus service just outside the property, Cherrytrees Bed and Breakfast has free Wi-Fi and stylish bedrooms."
44975,Heriott Park Guest House,254-256 Ferry Road,EH5 3AN,79,,-3.203064501,55.97186501,"Located 5 minutes’ drive from the UNESCO World Heritage Site of Edinburgh city centre, Heriott Park Guest House is a conversion of 2 Edwardian townhouses built in 1903."
48347,The Witchery by the Castle,"Castlehill, Royal Mile, Edinburgh",EH1 2NF,235,,-3.195630759,55.94889015,"The Witchery by the Castle offers a range of opulent suites in Edinburgh, each one unique with its own special features."
48416,Cityroomz Edinburgh,25-33 Shandwick Place,EH2 4RG,44.1,,-3.208906688,55.94970827,"Just a few metres from Prince’s Street, this Cityroomz property has a central Edinburgh location right in the heart of the historic city. Free Wi-Fi is available throughout the building."
49081,The Wee Haven Edinburgh,Lower Granton Road,EH5 3RU,50,,-3.208208978,55.97994321,"With a beautiful sea view, The Wee Haven Edinburgh provides stylish self-catering accommodation on the Scottish coast, located in the smart Leith district."
4072,Mackenzie Beach Bothy,49c Edinburgh Road Fisherrow East Lothian,EH21 6EE,35,,-3.076257706,55.9462102,"Located in the Scottish capital city of Edinburgh, Mackenzie Beach Bothy offers free WiFi in the rooms.  Rooms provide a flat-screen TV, a patio and a seating area. Some rooms provide a kettle, whilst there is a shared kitchen for guests."
10706,Mingalar Guest House,2 East Claremont Street,EH7 4JP,74.75,,-3.19285551,55.96070227,"Originally built in the 18th century, Mingalar Guest House is a Georgian Townhouse located in Edinburgh city centre. It offers free Wi-Fi access and free parking on-site. The guest house is a 13-minute walk from the popular Princes Street."
10824,Home Central Apartment,"5, Drummond Street",EH8 9TT,97,,-3.184894007,55.94763304,"Located in Edinburgh’s historic Old Town, Home Central Apartment is less than a mile from the famous Edinburgh Castle. It also offers all guests free Wi-Fi access."
12279,Smiths Guest House,77 Mayfield Road,EH9 3AA,35,,-3.175535,55.929902,"With free Wi-Fi and parking nearby, Smiths Guest House is less than 2 miles from the centre of Edinburgh, and close to direct bus routes to the city. Princes Street and Edinburgh Castle are within 10 minutes by bus or 30 minutes on foot."
12633,Marchfield Guest House,"1/B Marchfield Grove, Blackhall",EH4 5BN,50,,-3.266525844,55.96220383,"Newly refurbished, Marchfield Guest House is located on the outskirts of Edinburgh city centre. Just 10 minutes’ drive from Edinburgh castle and 8 minutes’ drive from Murrayfield Rugby Stadium, it offers free Wi-Fi access and free on-site parking."
12918,Melville Castle,"Melvillegate, Edinburgh",EH18 1AP,69,,-3.091911078,55.89441893,"Located just a 20-minute drive from Edinburgh centre, Melville Castle features luxury accommodation in an 18th-century castle sitting in a 50-acre domain. It offers stylish en suite guest rooms, a restaurant and free Wi-Fi."
17087,Castle Esplanade by Reserve Apartments,16 Johnston Terrace,EH1 2PR,130,,-3.196200728,55.9483535,"With views of Edinburgh Castle, the elegant Castle Esplanade apartment is 2 minutes’ walk from Grassmarket in the centre of the city. This 3rd-floor, 2-bedroom apartment is stylishly furnished and has free Wi-Fi."
20896,Carlton Twelve,12/1 Carlton Terrace,EH7 5DD,,,-3.173720464,55.95660638,"In the heart of the historical city of Edinburgh, Carlton Twelve is a guest house in William Playfair's famous Georgian terrace set on the edge of Calton Hill."
23122,Capital Apartment,63/4 Nicolson Street,EH8 9BZ,75,,-3.184879,55.94544703,"Located 10 minutes' walk from Edinburgh city centre, Capital Apartment offers free WiFi throughout. The property is 15 minutes' walk from Edinburgh Castle and the Royal Mile, and 13 minutes' walk from Edinburgh Waverley station."
24807,The Ross Residence,Madeira Street,EH6 4AJ,275,,-3.182224,55.975569,"The Ross Residence is set between Edinburgh Waterfront and Leith Water, 1.5 miles from the city centre. It offers a spacious, bright apartment set over 2 floors.  The apartment has traditional furnishings, high ceilings and sash windows."
26145,A Room in the City - West (formerly Luxury Central B&B),3 Randolph Crescent,EH37TH,95,,-3.2110471,55.9519015,"Centrally located, just 19 minutes' walk from Edinburgh Castle, A Room in the City - West is set in a building dating back to 1700s. Princes Street is a 2-minute walk away and free WiFi access is available throughout the property."
27496,Holyrood Suite Apartment,2/1 Tytler Gardens,EH8 8HQ,79.2,,-3.169575,55.954673,"Situated in Edinburgh, Holyrood Suite Apartment offers self-catering accommodation with free Wi-Fi. Edinburgh Waverley Station is less than 1 mile away, along with Edinburgh Military Tattoo."
27757,Abbeyhill Crescent,12/4 Abbeyhill Crescent,EH8 8DZ,,,-3.174739,55.953833,"Abbeyhill Crescent is located in Edinburgh Old Town, just 10 minutes' walk from famous Calton Hill and Holyrood Park. It offers modern self-catered accommodation for up to 4 people, with free Wi-Fi and free public parking on site."
30344,North Bridge Lofts at 28 North Bridge,28 North Bridge,EH1 1QG,70,,-3.188149989,55.9509419,"Just 2 minutes’ walk from the Royal Mile in Edinburgh, North Bridge Lofts at 28 North Bridge offer self-catering accommodation set in a Grade A-listed building with contemporary features. They offer views across the city."
32774,Motel One Edinburgh-Princes,10-15 Princes Street,EH2 2AN,69,,-3.190212481,55.95327709,Motel One Edinburgh-Princes is set in the heart of Princes Street and less than 5 minutes’ walk from Edinburgh Waverley Station. This contemporary hotel features a bar and a 24-hour front desk.
33054,Queen Margaret University Residences,"Queen Margaret Drive, Musselburgh",EH21 6UD,,,-3.073572,55.9324131,"Queen Margaret University Residences is located in Musselburgh, just 4 minutes' walk from the train station and 2 minutes' drive off the A1 road. Free Wi-Fi access is available, and free private parking is possible on site."
33346,McGregors Guest House,"15 Mayfield Gardens, Edinburgh, Midlothian, Scotland EH9 2AX",EH9 2AX,50,,-3.173501194,55.93328204,"Located in the heart of the Scottish capital of Edinburgh, McGregors Guest House is a family-run establishment, set in a detached Georgian villa offering guests free on-site parking and free Wi-Fi access throughout."
38483,Kellerstain Stables B & B,Gogar Station Road,EH12 9BS,139,,-3.329003,55.93088,"Located just off the A8 road to Glasgow at Gogar, Kellerstain Stables offers en suite accommodation, free Wi-Fi and free parking. This bed & breakfast is only 2 miles from Edinburgh Park Rail Station."
39808,Haddington Place,7 Haddington Place,EH7 4AE,122.5,,-3.183653754,55.95952088,"The elegantly styled Haddington Place apartments provide accommodation for up to 6 guests in central Edinburgh. A 3-minute walk from the Edinburgh Playhouse, each apartment has free WiFi."
44618,Cloudberry Apartment,26 Dalkeith Road,EH16 5BS,,,-3.174471,55.938668,"Situated 15 minutes' walk from the historic Royal Mile, Cloudberry Apartment features a private patio, free Wi-Fi and original Victorian features such as a stained glass window in the entrance hallway."
46040,ibis Edinburgh Centre South Bridge,77 South Bridge,EH1 1HN,67,,-3.187081218,55.94873581,"A 5-minute walk from Waverley Train Station, Ibis Edinburgh Centre South Bridge provides centrally located accommodation in the Old Town. This Ibis hotel has a bar and restaurant, and offers free Wi-Fi."
47538,The Raeburn,112 Raeburn Place,Eh4 1HG,105,,-3.214624393,55.9592757,"The Raeburn is set in the charming Stockbridge area of Edinburgh and within 20 minutes’ walk of Princes Street and the New Town. Housed in a beautiful Georgian property, this stylish hotel offers a restaurant and a bar."
47796,WM Apartments,21A West Mayfield ,EH9 1TQ,,,-3.1767335,55.9335424,"A 6-minute drive from the centre of Edinburgh, WM Apartments provide high-quality accommodation with free on-site parking and Wi-Fi. In the Newington area, the apartments are a 15-minute walk from Holyrood Park."
48936,VIP Apartments New Town,Various Locations ,EH2 4DB,148.5,,-3.207999,55.9504838,"Offering elegant self-catering accommodation, VIP Apartments New Town is situated in the New Town area of Edinburgh."
49862,West End Twelve Holiday Apartment,12 Learmonth Gardens Lane,EH4 1BE,,,-3.218717203,55.95708842,"In Edinburgh, West End Twelve Holiday Lets features self-catering accommodation, just a 10-minute walk from Stockbridge, the New Town and West End districts. It has a garden with barbecue facilities and a west-facing patio."
1244,The Attic Flat,28 North Bridge,EH1 1QG,105,,-3.188405356,55.95093719,"Located right in Edinburgh's historical centre, The Attic Flat offers a self-catering apartment with views of Edinburgh's skyline, wooden beams and stone walls. Guests benefit from free WiFi throughout the accommodation."
2390,City Retreat Edinburgh ApartHotels,**Various Locations**,EH7 5DD,63,,-3.1912907,55.9567412,City Retreat Edinburgh Apartments is located in Edinburgh and offers self-catering accommodation. Free WiFi access is available. The property is 400 metres from Edinburgh Playhouse and 400 metres from Omni Centre.
4561,Great Junction Street,98/1 Great Junction Street,EH6 5LD,99,,-3.1742769,55.9724369,"Located in Edinburgh, Great Junction Street offers self-catering accommodation with free WiFi and free private onsite parking. The Edinburgh Playhouse and the Omni Centre are both just 8 minutes' drive away."
4954,Ashlyn Guest House,42 Inverleith Row,EH3 5PY,75,,-3.207386658,55.9692474,"Located in Scotland’s capital city of Edinburgh, Ashlyn Guest House is just 2 miles from Edinburgh Castle and 12 minutes’ drive from Edinburgh Zoo. With free WiFi access in the guest lounge, there is also a dining room and a shared TV lounge."
5816,Sakina Apartment- Scottish Parliament 2,100/1 Holyrood Road,EH8 8AJ,39,,-3.178534295,55.94988558,"Located in Edinburgh's historical centre, Sakina Apartment- Scottish Parliament 2 offers a self-catering apartment with free WiFi throughout. The property lies 700 metres from Edinburgh Waverley Train Station."
6775,Westland Cottage,,EH17,117.5,,-3.13611,55.9025,Westland Cottage is a holiday home located in Edinburgh in the Lothian Region and is 6 km from University of Edinburgh. The cottage is 6 km from Edinburgh Festival Theatre. Free WiFi is featured throughout the property.  The kitchen has an oven.
7428,Dunsapie,,EH8,,,-3.14306,55.94722,"Dunsapie offers accommodation in Edinburgh, 2.7 km from Edinburgh Festival Theatre. Featuring free private parking, the cottage is 2.8 km from Edinburgh Playhouse.  There is a dining area and a kitchen complete with a dishwasher, an oven and toaster."
8060,Destiny Scotland - Thistle Street Apartments,17 Thistle Street,EH2 1DF,90,,-3.1961596,55.9546149,"Quietly situated within the centre of Edinburgh, Destiny Scotland - Thistle Street Apartments offers self-catering accommodation with free Wi-Fi."
9386,Edinburgh New Town Art Apartment,4a Gayfield Place Lane,EH1 3NZ,110,,-3.1843943,55.9595448,"Located in Edinburgh, just 10 minutes' walk from Princes Street, Edinburgh New Town Art Apartment features self-catering accommodation with garden, patio area and outdoor dining facilities. Free WiFi access is available throughout."
9660,Queens Hill,,EH4,141,,-3.25,55.95,"Queens Hill is a holiday home with free WiFi, set in Edinburgh, 1 km from Murrayfield Stadium. It provides free private parking.  The unit is equipped with a kitchen. A TV is available. There is a private bathroom with a bath or shower."
9994,City Centre Rooms,139/7 Lauriston Place,EH3 9JN,79.9,,-3.203107023,55.94383955,"Ideally located in the southwest corner of Edinburgh’s Old Town, City Centre Rooms provide spacious apartment accommodation set over 2 floors. Free WiFi is accessible throughout."
11448,Angus Vale,,EH15,,,-3.12333,55.9475,"Angus Vale is a holiday home with a garden, situated in Edinburgh in the Lothian Region. The unit is 3.9 km from Edinburgh Playhouse.  The kitchen features an oven, a toaster and a refrigerator and there is a private bathroom. A TV is featured."
12597,Blair Angus,"Flat 1, 6 Old Tolbooth Wynd",EH8 8EQ,316,,-3.1808902,55.9523092,"Blair Angus is a self-catering accommodation with free Wi-Fi located in Edinburgh, just 5 minutes' walk from the Royal Mile."
12841,Torduff Cottage,,EH13,69.428571,,-3.27095,55.89594,Torduff Cottage is a holiday home is located in Edinburgh is 5 km from Edinburgh Zoo. The property is 6 km from Murrayfield Stadium and free private parking is provided.
13960,Central - New Town Apartment,16B York Place,EH1 3EP,205,,-3.191326817,55.95611908,"Just a 5-minute walk from the popular shopping district of Princes Street, Central - New Town Apartment offers self-catering accommodation in Edinburgh city centre."
14166,Aisha Apartment- Scottish Parliament 1,102/8 Hollyrood Road,EH8 8AJ,39,,-3.1781453,55.9499903,"Located in Edinburgh's historical centre, Aisha Apartment- Scottish Parliament 1 offers a self-catering apartment with free WiFi throughout. Edinburgh's Castle lies 900 metres from the property and the Scottish Parliament is a 5-minute walk away."
19884,King Stables,,EH1,146.666667,,-3.2,55.95,"King Stables is a holiday home set in Edinburgh in the Lothian Region and is 200 metres from Edinburgh Castle. The property boasts views of the garden and is 400 metres from Royal Mile.  A dishwasher, an oven and a toaster can be found in the..."
22256,Abercorn Apartment,70/3 Willowbrae road,EH8 7HA,100,,-3.1476526,55.9537105,Abercorn Road Apartment is a modern apartment less than 5 minutes’ walk from Holyrood Park and close to Portobello. The apartment has free WiFi and free parking.  The apartment at Abercorn Road has attractive design and wooden flooring.
22566,"Edinburgh Capital Apartments - Flat 1, 49 Elbe Street","Flat 1, 49 Elbe Street",EH6 7HP,,,-3.1635537,55.9749826,"Located 2.4 km from Edinburgh Playhouse, Edinburgh Capital Apartments - Flat 1, 49 Elbe Street offers pet-friendly accommodation in Edinburgh. The apartment is 2.5 km from Omni Centre. Free WiFi is featured throughout the property."
22584,Tony's Apartment - Heart of Edinburgh,77/8 Rose Street,EH2 3DT,39,,-3.200185155,55.95230752,"Located in Edinburgh's city centre, Lorraine's Apartment - Heart of Edinburgh offers a self-catering apartment with city views and free WiFi access. The property lies 500 metres from Edinburgh's Castle."
22996,Apartment First,1bf Melgund Terrace,EH7 4BU,100,,-3.191968203,55.96187037,"Situated in a Victorian building, Apartment First is located in the heart of Edinburgh, just 1 mile from the city’s historic castle, main shopping district of Princes Street and Edinburgh Rail Station. Free WiFi is available throughout the apartment."
25782,Edinburgh Art Apartments,"1/1 Cranston Street, Royal Mile",EH8 8BE,175,,-3.1840316,55.9508144,"Overlooking the Royal Mile, Edinburgh Art Apartments offers self-catering accommodation featuring artwork, antiques, and contemporary furniture. With free WiFi, the three-bedroom apartment is just 300 metres from Edinburgh Waverley Railway Station."
25913,Regent Terrace Apartment,12 Regent Terrace,EH7 5BN,109.5,,-3.1768391,55.9546467,"Quietly situated in Edinburgh, the Regent Terrace Apartment offers self-catering accommodation with free WiFi. This Georgian townhouse apartment is just 10 minutes’ walk from Holyrood Palace and a 20-minute stroll from Princes Street."
26121,City Centre Haven Apartments,Boat Green,EH3 5LN,74,,-3.1986325,55.9641514,"Set in Edinburgh's city centre and in the fashionable Newtown and Canonmills area, City Centre Haven Apartment offers stylish self-catering accommodation with free WiFi and free private parking."
26601,"Royal Mile, Edinburgh - 2 Bedroom Apartment",142 Royal Mile,EH1 1QS,200,,-3.188991815,55.94997259,"Located in the middle of Edinburgh’s famous Royal Mile, the Royal Mile, Edinburgh - 2 Bedroom Apartment offers self-catering accommodation with free WiFi. Edinburgh Castle is just 7 minutes’ walk away."
26730,Royal Mile Apartment,126 Royal Mile,EH1 1QS,110,,-3.188777239,55.94999061,"Located in the centre of Edinburgh’s Royal Mile, the Royal Mile Apartment offers self-catering accommodation with parking and free WiFi. Edinburgh Railway Station is just 5 minutes’ walk away."
27281,Swan Travel Hotel,29 Minto street,EH9 1SB,37,,-3.1741643,55.9340856,"Situated just 1 mile from Edinburgh’s shopping district of Princes Street, Swan Travel Hotel is a self-service hotel with a large private car park and free WiFi in public areas. Guests can also relax in the communal garden."
27583,Drumdryan,GF1 4 Drumdryan Street,EH3 9LA,120,,-3.202482328,55.94286387,"Just 2 minutes’ walk from The Meadows park, the 2-bedroom apartment Drumdryan is half a mile from the Edinburgh International Conference Centre. The apartment has free WiFi and can accommodate 4 guests."
27870,Dublin Street Apartments,71A2 Dublin Street,EH3 6NS,150,,-3.194033186,55.95812338,"Around 15 minutes’ walk from Edinburgh Castle, Dublin Street Apartments offer stylish accommodation close to the city centre. This apartment sleeps 4 and has free WiFi.  The apartment has a double and twin bedroom and a bathroom with bath and shower."
28484,Holyrood Park Apartment Edinburgh,34/8 East Parkside,EH16 5XN,170,,-3.17265952,55.94151577,"Set in landscaped grounds near the edge of the park, Holyrood Park Apartment Edinburgh has stunning views towards Arthur’s Seat and the Salisbury Crags."
30656,Edinburgh Caledonian Guesthouse,14 Granville Terrace,EH10 4PQ,47,,-3.2159871,55.9381117,Edinburgh Caledonian Guesthouse is located in the Merchiston district of Edinburgh. This elegant Victorian property offers free WiFi in all areas.
32140,"Edinburgh Capital Apartments - Flat 2, 8 Piershill Square West","8 Piershill Square West, Flat 2",EH8 7AZ,75,,-3.148151636,55.95617116,"Located on the outskirts of the Scottish capital city, Edinburgh Property Rentals Ltd - 8/2 Piershill Square West offers self-catering accommodation with free WiFi access and free on-site parking."
35520,Campbells Cl App,,EH8,,,-3.18333,55.95,"Situated in Edinburgh in the Lothian Region, this holiday home is 500 metres from Edinburgh Festival Theatre. The property is 700 metres from Omni Centre and boasts views of the garden."
36870,Crawsteps,"Flat 2, 36 High Street, South Queensferry",EH30 9HN,115,,-3.395261053,55.9896582,"Enjoying stunning views over the famous Forth Bridges, Crawsteps is an elegant apartment located just a 20-minute drive from the centre of Edinburgh. Free parking and free WiFi are available."
36926,Jasmine Apartment - Junction Street,17/2 Great Junction Street,EH6 5HX,35.7,,-3.172119135,55.97057313,"Situated in Edinburgh, Jasmine Apartment - Junction Street offers self-catering accommodation with free WiFi access throughout. Princes Street is within a 30-minute stroll."
38253,Edinburgh Capital Apartments -50 Broughton Road,"Flat 1, 50 Broughton Road",EH7 4EE,80,,-3.1937971,55.9638138,"Edinburgh Capital Apartments - 50 Broughton Road offers a modern property in Edinburgh’s Broughton area, 20 minutes’ walk from Princes Street. This ground-floor apartment opens onto a shared garden area."
39384,Burnets Apartments,"156 High Street,  2/2 Burnets Close",EH1 1QU,145,,-3.189017773,55.94993272,"Burnets Apartments offer stylish properties at two different points along Edinburgh’s High Street, within the historic Royal Mile. A 5-minute walk from Edinburgh Castle, these beautiful apartments offer views over the old town."
41602,Hamza Apartment - Spey Terrace,17/4 Spey Terrace,EH7 4PG,30,,-3.179843983,55.963561,"Located just 100 metres from Leith Walk, the Hamza Apartment- Spey Terrace offers self-catering accommodation with free WiFi. Edinburgh Playhouse is just next door and the city centre is within a 10-minute stroll."
41631,Drummohr Holiday Park,Levenhall Musselburgh,EH21 8JS,150,,-3.007179019,55.9496065,"Located just 20 minutes’ drive from Edinburgh’s Princes Street, Drummohr Holiday Park offers luxury self-catering chalets, as well as apartments and rooms. On the John Muir Way, guests can enjoy strolls across the beautiful East Lothian countryside."
41796,Annandale Apartment by Destination Edinburgh,54a Annandale Street,EH7 4AZ,150,,-3.1865461,55.9616744,"Close to the centre of Edinburgh, Annandale Apartment offers a spacious three-bedroom apartment over 2 levels. It offers free parking for 1 vehicle, upon request and free WiFi is available in public areas."
42848,ibis Styles Edinburgh Centre St Andrew Square,19 St Andrew Square,EH2 1AU,72,,-3.194714785,55.95454602,"Just 2 minutes’ walk from Princes Street, ibis Styles St Andrew Square offers uniquely designed rooms in Edinburgh city centre."
43186,William's Travel Hotel Edinburgh,30 Minto Street,EH9 1SB,38,,-3.1741971,55.9340048,"A 7-minute drive from Edinburgh Castle, William's Travel Hotel Edinburgh lies on a direct route into the city, 1 mile from the Festival Theatre. This hotel offers breakfast, free on-site parking and free WiFi."
43507,The Baxter Hostel,5/2 West Register Street,EH2 2AA,20,,-3.190202698,55.95366194,"Offering boutique hostel accommodation, The Baxter Hostel is located in the city centre of Edinburgh. Free WiFi access is available.  The dormitories feature bunk beds and secure lockers."
45360,Alba Apartments- Gentle's Entry,7 Gentle's Entry,EH8 8PD,175,,-3.177918121,55.95085177,"Featuring views over Edinburgh’s Arthur’s Seat, the Alba Apartments- Gentle's Entry offers self-catering accommodation with free WiFi and free onsite parking. The historic Royal Mile is just 1 minutes’ walk away."
46061,Edinburgh Capital Apartments - 91 Broughton Road,91 Broughton Road,EH7 4EG,80,,-3.19325,55.9642,Edinburgh Property Rentals Ltd - 91 Broughton Road is a self-catering accommodation located 20 minutes' walk from historic Edinburgh city centre. Free WiFi access is available throughout the property.
47224,The Claremont Hotel,14-15 Claremont Crescent,EH7 4HX,35,,-3.1919448,55.9639108,"Located in Edinburgh, The Claremont Hotel is 1.6 miles from Edinburgh Castle and Edinburgh Waverley Railway Station is an 18-minute walk away. The property offers free WiFi access and free on-site parking for all guests."
47341,The Frederick Street Residences,29 Frederick Street,EH2 2JR,230,,-3.2001769,55.9525715,"A 5-minute walk from Princes Street Gardens, The Frederick Street Residences offer elegant self-catering accommodation in the centre of Edinburgh. These apartments have free WiFi access."
47414,Holiday Apartments in Edinburgh,14 Granville Terrace,EH10 4PQ,99,,-3.2159871,55.9381117,"Located in several locations around central Edinburgh, Edinburgh Family Holiday Apartments features self-catering accommodation with free WiFi. The meadows are about 1.6 miles away from the properties."
48825,Faside Estate,Faside Estate nr Edinburgh,EH33 2LE,145,,-2.997447218,55.92808863,"Around 10 miles east of Edinburgh city centre, the 14th-century castle on Faside Estate provides luxurious bed and breakfast accommodation. It offers free parking and WiFi and continental breakfast served in your room."
49949,Edinburgh City Suites,16 Torphichen Street,EH3 8JB,79,,-3.2137349,55.946921,"Situated in the heart of the Scottish capital, Edinburgh City Suites offers self-catering accommodation just 12 minutes' walk from Edinburgh Castle."
254,Destiny Scotland - Hill Street Apartments,5 Hill Street,EH2 3JP,105,,-3.2024629,55.9534425,"Situated half a mile from Waverley Railway Station, Destiny Scotland - Hill Street Apartments offer luxury self-catering apartments with free Wi-Fi."
1966,Logie Green Road Apartment,82/3 Logie Green Road,EH7 4HQ,104,,-3.1972946,55.9654404,"Logie Green Road Apartment is located in a quiet part of Edinburgh, close to the Botanic Gardens and 20 minutes’ walk from Princes Street. Leith’s waterfront is less than 2 miles away."
2339,Grassmarket Studio,7/5 Castle Wynd South,EH1 2JT,75,,-3.196444581,55.94781433,"Located in Edinburgh, the Grassmarket Studio offers self-catering accommodation with free WiFi access and views over Edinburgh Castle. The studio apartment is 200 metres from the famous Royal Mile and 300 metres from Edinburgh Military Tattoo."
2463,Rose Apartment,116/1  Rose Strret,EH2 3JF,119,,-3.201126852,55.95207752,"Situated in the heart of Edinburgh, Rose Apartment offers self-catering accommodation with free WiFi access. The property is 500 metres from both Edinburgh Castle and the Royal Mile."
2514,Clearburn Apartment,2/4 Clearburn Gardens,EH16 5ET,95,,-3.159896306,55.93249708,"Set in Edinburgh, this apartment is 2.2 km from Edinburgh Festival Theatre. The unit is 2.2 km from University of Edinburgh. Free WiFi is featured throughout the property.  There is a seating area, a dining area and a kitchen equipped with an oven."
2753,City Centre 2 by Reserve Apartments,16 Rutland Square,EH1 2BB,99,,-3.2093219,55.9483883,"City Centre 2 by Reserve Apartments is a self-catering accommodation located in Edinburgh. The property has free WiFi access available.  Inside, the apartment will provide guests with a TV and a seating area."
3496,Hampton Hotel,14 Corstorphine Road,EH12 6HN,60,,-3.242988934,55.94555628,Hampton Hotel is just 15 minutes’ walk from SRU’s Murrayfield Rugby Stadium and 2 miles from the city centre. The hotel features a restaurant and spacious rooms.
3558,Violet Bank Apartment Morningside,Falcon Road,EH10 4AH,125,,-3.206844436,55.9296862,"Set in Edinburgh, this apartment features free WiFi and a patio. Violet Bank Apartment Morningside features views of the garden and is 1.8 km from EICC.  A dishwasher, an oven and a microwave can be found in the kitchen."
4621,The Keating Apartment,3/13 Bethlehem Way,EH7 6FB,115,,-3.1601439,55.9638549,"Offering excellent views over Leith, Fife and the River Forth, The Keating Apartment is located in a secluded part of Edinburgh. Free parking is possible on site, and free WiFi is accessible in the apartment."
5117,Haymarket,22 Dalry Road,EH11 2BA,220,,-3.217694923,55.94517743,"Located in the city centre of Edinburgh, Haymarket offers high-standard self-catering accommodation with free super-fast broadband and nearby paid-parking."
5764,Lovely Edinburgh Apartment,3 Forresthill,EH1 2QL,85,,-3.191639042,55.94608065,"Quietly located in the heart of Edinburgh's old town, the lovely Edinburgh Apartment offers self-catering accommodation with free WiFi access. The property is 400 metres from both the University of Edinburgh and the Royal Mile."
6188,New Town Flat Edinburgh,35a cumberland street,EH3 6RT,150,,-3.198354542,55.95882276,"Located in Edinburgh, this apartment features a patio and a garden. The unit is 900 metres from Edinburgh Playhouse. Free WiFi is available throughout the property."
6853,Royal Mile Studio,9/3 High St,EH1 1SR,86,,-3.1847995,55.950789,"Located in the historical centre of Edinburgh, Stylish Studio on the Royal Mile offers a studio apartment with free WiFi access throughout. The property is situated 300 metres from Edinburgh Waverley Train Station."
9628,"Apartment Peffer bank, Edinburgh",33/12 Peffer bank,EH16 4FE,,,-3.142331522,55.93375325,"Situated in Edinburgh, 3 km from Edinburgh Festival Theatre, Apartment Peffer bank, Edinburgh boasts a barbecue and views of the city. The accommodation features a hot tub. University of Edinburgh is 3.1 km away."
10267,Clamshell Land - Royal Mile,150 HIGH STREET,EH1 1QS,202.5,,-3.1887087,55.9497989,Clamshell Land - Royal Mile is located on Edinburgh’s most famous street and less than 10 minutes’ walk from Waverley Railway Station and Princes Street.  Clamshell Land - Royal Mile has smart design with wooden flooring.
