,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,cusine,zip
43766,,,,full_bar,,,,,,,,,,,,,,,,,,True,,"{u'dj': False, u'live': False, u'video': True, u'jukebox': True}",,,,False,,2.0,,,,,True,,JSLTL74N927e74yHGz-2JQ,"Bars,Nightlife,Lounges,Restaurants",Edinburgh,"32 Potterrow
Newington
Edinburgh EH8 9BT","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}",,"{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}",55.9452578,-3.1867053,Room at 34,Newington,True,7,4.0,EDH,business,,EH8
43771,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': False}",,True,True,,,False,,quiet,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,True,no,ojUzLZogbt7rNnmSEm1Bdg,"Restaurants,Pizza,Italian",Edinburgh,"54-56 Northbridge
Old Town
Edinburgh EH1 1SB","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}",55.950174,-3.1877189,Bella Italia,"Old Town,Royal Mile",True,33,3.5,EDH,business,Italian,EH1
43782,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",False,True,True,,False,True,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",average,,,True,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",3.0,no,False,False,,True,free,_31B--Q8eNp8ZLQ8bJabOw,"Pubs,Bars,Nightlife,British,Restaurants",Edinburgh,"Waverley Railway Station
Old Town
Edinburgh EH1 1BB","{u'close': u'00:00', u'open': u'07:00'}","{u'close': u'23:00', u'open': u'07:00'}","{u'close': u'00:00', u'open': u'07:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'07:00'}","{u'close': u'23:00', u'open': u'07:00'}","{u'close': u'23:00', u'open': u'07:00'}",55.9519615,-3.189944,Nor Loch Bar,Old Town,True,10,2.5,EDH,business,British,EH1
43784,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,68Ih9ZPaANmAeVdXvHav1Q,"Fast Food,Restaurants",Edinburgh,"51 York Place
New Town
Edinburgh EH1 3JD","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}",55.956337,-3.1889888,Chicken Cottage,New Town,True,5,2.5,EDH,business,Fast Food,EH1
43811,True,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siuuUWGzXwpsJAswhQuwvw,"Fast Food,Restaurants",Edinburgh,"Princes Mall
Princes Street
New Town
Edinburgh EH2 2AN",,,,,,,,55.9532583,-3.1905764,Spud U Like,New Town,True,4,3.5,EDH,business,Fast Food,EH2
43824,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2.0,,True,True,True,,no,AcyOysFrtlgZsGf_VbHlag,"Himalayan/Nepalese,Restaurants",Edinburgh,"128 Morningside Road
Edinburgh EH10 4BX",,,,,,,,55.930981,-3.2101729,The Ghurka,,True,3,3.5,EDH,business,Nepalese,EH10
43825,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,True,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': True}",,False,True,,,False,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,True,False,free,0-9h0LgHXgV-jz5EXWmnmA,"Food,Coffee & Tea,Cafes,Breakfast & Brunch,Restaurants",Edinburgh,"41 Morningside Rd
Morningside
Bruntsfield
Edinburgh EH10 4DR","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'10:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}",55.9323195,-3.2099265,Rocket Café,Bruntsfield,True,22,4.0,EDH,business,Cafes,EH10
43827,True,,,none,,dressy,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,,,,,,False,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3.0,,False,True,True,True,,B430si3BBCcULnKBS6Bh8Q,"Modern European,British,Restaurants",Edinburgh,"158-162 Rose Street
New Town
Edinburgh EH2 3JD","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'16:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}",55.9518742,-3.2017123,Pickled Green,New Town,False,9,4.5,EDH,business,British,EH2
43831,False,,,none,,,,,,True,,,False,,False,,,,True,,,,,,,,,True,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",,,True,False,False,False,no,77091of0hG4JaDZL1FYnYw,"Food,Delis,Juice Bars & Smoothies,Coffee & Tea,Restaurants",Edinburgh,"366 Morningside Road
Morningside
Edinburgh EH10 4QN","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}",55.9266149,-3.2093281,The Zulu Lounge,Morningside,True,8,4.5,EDH,business,Smoothies,EH10
43832,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,False,,,False,,,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",,True,False,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,False,True,True,,free,hEdi-rsBWyfbfLgb7RYDBA,"Food,Burgers,Breweries,Restaurants",Edinburgh,"9a Holyrood Road
Old Town
Edinburgh EH8 8AE","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}",55.949398,-3.1827186,The Holyrood 9A,Old Town,True,97,4.0,EDH,business,Burgers,EH8
43840,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,True,,,6c-rDuWtzX8aCwneDTw9eQ,"Breakfast & Brunch,Sandwiches,Restaurants",Edinburgh,"58 Elm Row
Leith
Edinburgh EH7 4AQ",,,,,,,,55.9602453,-3.1817262,Fresh Grind Coffee House,Leith,True,3,4.0,EDH,business,Sandwiches,EH7
43841,True,,,beer_and_wine,,casual,,,,,,,False,,,,,,True,True,,,,,,,,,,2.0,,,False,,,,ajm1sqPC1a4zhewZaw8aDQ,"Food,Sandwiches,Breakfast & Brunch,Coffee & Tea,Restaurants",Edinburgh,"John Lewis
St James Centre
New Town
Edinburgh EH1 3SP","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:30', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'20:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'09:00'}",55.955163,-3.1878,The Place To Eat,New Town,True,4,3.0,EDH,business,Coffee & Tea,EH1
43848,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,3.0,,True,,False,True,,Mnph0YzocIltP9_216Zpig,"Indian,Restaurants",Edinburgh,"139 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4EB","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9362856,-3.2080171,The Curry Leaf,Bruntsfield,True,6,3.0,EDH,business,Indian,EH10
43849,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,,,quiet,,,False,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",1.0,,True,False,False,True,free,zzhzW3DImwhSwpcK1Yuy7Q,"Food,Coffee & Tea,Breakfast & Brunch,Restaurants",Edinburgh,"30-31 Albert Place
Leith
Edinburgh EH7 5HN","{u'close': u'15:30', u'open': u'07:00'}","{u'close': u'15:30', u'open': u'07:00'}","{u'close': u'15:30', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'09:00'}","{u'close': u'15:30', u'open': u'07:00'}","{u'close': u'15:30', u'open': u'07:00'}","{u'close': u'15:30', u'open': u'07:00'}",55.9616885438,-3.17971660113,Fair Trade Coffee Shop,Leith,True,20,4.0,EDH,business,Coffee & Tea,EH7
43851,True,,,none,,casual,,,,,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,True,,1.0,,True,False,False,True,,A_7Rdl3r9gE3JwfZKUCBWg,"Restaurants,Pizza,Italian",Edinburgh,"27a Marchmont Road
Marchmont
Edinburgh EH9 1HY","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}",55.9390668,-3.1946396,Delicious Italian,Marchmont,True,13,4.5,EDH,business,Italian,EH9
43853,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1JHDCJpVrFLMcyxze3vNFg,"Gastropubs,Bars,Nightlife,Restaurants",Edinburgh,"7-11 Hope Street
New Town
Edinburgh EH2 4EL","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}",55.9506471,-3.2078899,Hudsons Bar,New Town,False,8,3.5,EDH,business,Gastropubs,EH2
43863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,opY0CzwLcuYFN9Ho9mI4Gg,"Delis,Restaurants",Edinburgh,"75 Nicolson Street
Newington
Edinburgh EH8 9BZ","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}",,,"{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}",55.9453396,-3.1845843,Deli Italia,Newington,True,3,3.5,EDH,business,Delis,EH8
43864,False,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,False,,,,False,,quiet,,,True,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,,True,True,free,GAltH7TczH1vZyQcOROnDw,"Food,Tea Rooms,Coffee & Tea,Breakfast & Brunch,Restaurants",Edinburgh,"24 Marchmont Crescent
Marchmont
Edinburgh EH9 1HG","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'12:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}",55.9379877,-3.1931978,Ephemeris Tea Room,Marchmont,False,7,4.5,EDH,business,Coffee & Tea,EH9
43880,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,8rIQpTrLH1xXz2sheSQk-w,"Indian,Restaurants",Edinburgh,"20 Holyrood Road
Old Town
Edinburgh EH8 9",,,,,,,,55.9492749,-3.1820931,Holi Spice,Old Town,True,3,3.5,EDH,business,Indian,EH8
43902,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,False,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,True,False,,,False,,quiet,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",4.0,,False,True,True,,no,uC7bjXLZIIE2WgtC0VWRYg,"French,British,Restaurants",Edinburgh,"54 Shore
Leith
Leith
Edinburgh EH6 6","{u'close': u'22:00', u'open': u'19:00'}",,"{u'close': u'22:00', u'open': u'19:00'}",,"{u'close': u'22:00', u'open': u'19:00'}","{u'close': u'22:00', u'open': u'19:00'}","{u'close': u'22:00', u'open': u'19:00'}",55.9754599,-3.1704084,Martin Wishart,Leith,True,20,5.0,EDH,business,French,EH6
43909,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",dressy,,,,,,,False,,,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,,True,True,True,free,trNqOK4uT3CwD_ySZMX6Aw,"Burgers,Fast Food,Restaurants",Edinburgh,"36 Broughton Street
New Town
Edinburgh EH1 3SB","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}",55.9581307,-3.1897383,Hamburger Heaven,New Town,False,7,4.5,EDH,business,Burgers,EH1
43911,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,True,,,False,,,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",,True,True,,,False,,quiet,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,True,,free,OAzuzSsLxQH42I3YiUux7A,"Food,Burgers,Coffee & Tea,Sandwiches,Restaurants",Edinburgh,"125 Dalry Road
West End
Edinburgh EH11 2","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}",55.9431399,-3.2203572,The Clock,"West End,Haymarket",True,17,4.5,EDH,business,Coffee & Tea,EH11
43934,True,,,full_bar,"{u'romantic': False, u'intimate': True, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,True,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,False,True,,,False,,average,,,True,,2.0,,True,True,True,,no,dDxJxRiPj-kom2wZ2AwMLA,"Mexican,Restaurants",Edinburgh,"184 Rose Street
West End
New Town
Edinburgh EH2 4BA","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}",55.9515715,-3.2045533,Miros Cantina Mexicana,New Town,True,37,4.0,EDH,business,Mexican,EH2
43952,True,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,,,,,,average,,,,,1.0,,,,True,,,uq0rHcg288BIZZBhmOH3Gg,"Food,Sandwiches,Coffee & Tea,Breakfast & Brunch,Restaurants",Edinburgh,"274 Canongate
The Royal Mile
Old Town
Edinburgh EH8 8AA","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}",55.9505215,-3.1836543,Le Cafe Royale,"Old Town,Royal Mile",True,8,3.5,EDH,business,Coffee & Tea,EH8
43953,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,True,True,,,True,,average,,,True,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,True,free,O00-JlnF0TtbYb3i7xQ_ZA,"Pizza,Restaurants",Edinburgh,"80 Holyrood Road
Old Town
Edinburgh EH8 8AU","{u'close': u'22:30', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:30', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}",55.9503546,-3.1777551,Pizza Express,Old Town,True,8,3.0,EDH,business,Pizza,EH8
43968,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,True,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,False,,,,False,,average,,,True,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2.0,,True,,True,True,no,mMAVY7o3SlaLwmlpC9QCdw,"Delis,Restaurants,Italian",Edinburgh,"32 Crighton Place
Leith
Edinburgh EH7 4NY","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:30'}","{u'close': u'16:00', u'open': u'11:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",55.9631824,-3.1779855,Gaia,Leith,True,14,4.0,EDH,business,Italian,EH7
43969,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,True,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,True,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,,False,,no,DyEYiC7VAntyjZ6d89JGZg,"Chinese,Restaurants",Edinburgh,"12 Albert Place
Leith
Edinburgh EH7 5HN","{u'close': u'23:30', u'open': u'17:00'}",,"{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}",55.9626731,-3.1781115,Silver Bowl,Leith,True,9,4.0,EDH,business,Chinese,EH7
43970,False,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,False,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,False,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,False,True,no,v39PftbqLswMFsaQg5C9_w,"Mexican,Restaurants",Edinburgh,"281 Leith Walk
Leith
Edinburgh EH6 8PD","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}",55.9654787,-3.1759824,Los Cardos,Leith,True,60,4.5,EDH,business,Mexican,EH6
43974,False,,,none,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,,True,,,,,ns2vxJtyMFyf1OuuasdRyQ,"Mediterranean,Restaurants",Edinburgh,"256 Leith Walk
Leith
Edinburgh EH6 5EL","{u'close': u'17:00', u'open': u'10:00'}","{u'close': u'17:00', u'open': u'10:00'}","{u'close': u'17:00', u'open': u'11:00'}",,"{u'close': u'17:00', u'open': u'10:00'}","{u'close': u'17:00', u'open': u'10:00'}","{u'close': u'17:00', u'open': u'10:00'}",55.9662231,-3.1757804,The Spicy Pot,Leith,True,3,3.5,EDH,business,Mediterranean,EH6
44004,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,True,,,False,,False,,,,,True,,,,,,,,False,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",,,False,True,True,True,free,oRc1-K0ybtmzo8wHQ_60cg,"Brasseries,Restaurants",Edinburgh,"102 Constitution St
Leith
Edinburgh EH6 6AW","{u'close': u'21:30', u'open': u'10:00'}","{u'close': u'21:30', u'open': u'10:00'}","{u'close': u'21:30', u'open': u'10:00'}","{u'close': u'21:30', u'open': u'10:00'}","{u'close': u'21:30', u'open': u'10:00'}","{u'close': u'21:30', u'open': u'10:00'}","{u'close': u'21:30', u'open': u'10:00'}",55.9731975,-3.1683839,Leith Lynx,Leith,False,3,4.5,EDH,business,Brasseries,EH6
44005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,5mZEQo9V5QZiBTv-LSVYjg,"Food,Coffee & Tea,Fast Food,Breakfast & Brunch,Restaurants",Edinburgh,"St Mary's Street
Old Town
Newington
Edinburgh EH8 8","{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}",55.9496115,-3.1835012,The Little Inn,"Newington,Old Town",False,3,4.5,EDH,business,Coffee & Tea,EH8
44028,False,,,none,,casual,,,,,,,False,,,,,,True,True,,,False,,,,,True,,1.0,,True,False,,,,hasQSSQ7XKNsvPbQ7PGboQ,"Food,Coffee & Tea,Sandwiches,Restaurants",Edinburgh,"4 Greyfriars Place
Old Town
Edinburgh EH1 2QQ","{u'close': u'15:30', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'08:00'}",,"{u'close': u'15:30', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'08:00'}",55.9466643,-3.191365,Bobby's Sandwich Bar,Old Town,True,14,4.0,EDH,business,Coffee & Tea,EH1
